ID,Title,Decision,Poster Session,Poster ID,Oral Session,Authors,PDF Link,Supplementary Link,Abstract
297,SpotLight: Shadow-Guided Object Relighting via Diffusion,Accept (Poster),4,15,,"Frédéric Fortier-Chouinard, Zitian Zhang, Louis-Etienne Messier, Mathieu Garon, Anand Bhattad, Jean-Francois Lalonde",,,"Recent work has shown that diffusion models can serve as powerful neural rendering engines that can be leveraged for inserting virtual objects into images. However, unlike typical physics-based renderers, these neural rendering engines are limited by the lack of manual control over the lighting, which is often essential for improving or personalizing the desired image outcome. In this paper, we show that precise and controllable lighting can be achieved without any additional training, simply by supplying a coarse shadow hint for the object. Indeed, we show that injecting only the desired shadow of the object into a pre-trained diffusion-based neural renderer enables it to accurately shade the object according to the desired light position, while properly harmonizing the object (and its shadow) within the target background image. Our method, SpotLight, is entirely training-free and leverages existing neural rendering approaches to achieve controllable relighting. We show that SpotLight achieves superior object compositing results, both quantitatively and perceptually, as confirmed by a user study, outperforming existing diffusion-based models specifically designed for relighting. We also demonstrate other applications, such as hand-scribbling shadows and full-image relighting, demonstrating its versatility."
299,Learning Compact 3D Gaussians via Feed-Forward Point Fusion,Accept (Poster),2,25,,"Brandon Smart, Chuanxia Zheng, Iro Laina, Victor Adrian Prisacariu",,,"We present Splatt3RFusion, a feed-forward neural network that reconstructs compact and high-quality 3D Gaussians directly from a set of unposed and uncalibrated images. Unlike prior feed-forward methods that typically predict one 3D Gaussian primitive per pixel in each image -- producing severe redundancy, duplication, and ghosting on one physical surface -- our approach efficiently fuses points in 3D space through a multi-scale octree structure, yielding a compact and coherent representation. Built upon VGGT, a foundation model for pose-free 3D geometry prediction, Splatt3RFusion introduces a Gaussian prediction branch that infers primitive parameters using only photometric supervision. We also introduce the ability to control the number of 3D Gaussians generated at test-time, allowing for a controllable tradeoff between PSNR and the number of 3D Gaussian primitives used. The model is efficient, reducing both memory usage and rendering cost, while achieving state-of-the-art results on RealEstate10k and ScanNet++."
300,Predicting 4D Hand Trajectory from Monocular Videos,Accept (Poster),3,14,,"Yufei Ye, Yao Feng, Omid Taheri, Haiwen Feng, Michael J. Black, Shubham Tulsiani",,,"We present HAPTIC, an approach that infers coherent 4D hand trajectories from monocular videos.  Current video-based hand pose reconstruction methods primarily focus on improving frame-wise 3D pose using adjacent frames rather than studying consistent 4D hand trajectories in space. Despite the additional temporal cues, they generally underperform compared to image-based methods due to the scarcity of annotated video data.  To address these issues, we repurpose a state-of-the-art image-based transformer to take in multiple frames and directly predict a coherent trajectory.  We introduce two types of lightweight attention layers: cross-view self-attention to fuse temporal information, and global cross-attention to bring in larger spatial context. Our method infers  4D hand trajectories  similar to the ground truth while maintaining strong 2D reprojection alignment. We apply the method to both egocentric and allocentric videos. It significantly outperforms existing methods in global trajectory accuracy while being comparable to the state-of-the-art in single-image pose estimation."
302,TrueCity: Real and Simulated Urban Data for Cross-Domain 3D Scene Understanding,Accept (Poster),6,26,,"Duc Nguyen, Yan-Ling Lai, Qilin Zhang, Prabin Gyawali, Fan Wang, Benedikt Schwab, Olaf Wysocki, Thomas H. Kolbe",,,"3D semantic scene understanding remains a long-standing challenge in the 3D computer vision community. One of the key issues pertains to limited real-world annotated data to facilitate generalizable models. The common practice to tackle this issue is to simulate new data.   Although synthetic datasets offer scalability and perfect labels, their designer-crafted scenes fail to capture real-world complexity and sensor noise, resulting in a synthetic-to-real domain gap. Moreover, no benchmark provides synchronized real and simulated point clouds for segmentation-oriented domain shift analysis. We introduce TrueCity, the first urban semantic segmentation benchmark with cm-accurate annotated real-world point clouds, semantic 3D city models, and annotated simulated point clouds representing the same city. TrueCity proposes segmentation classes aligned with international 3D city modeling standards, enabling consistent evaluation of synthetic-to-real gap. Our extensive experiments on common baselines quantify domain shift and highlight strategies for exploiting synthetic data to enhance real-world 3D scene understanding. We are convinced that the TrueCity dataset will foster further development of sim-to-real gap quantification and enable generalizable data-driven models. The data and code will be available online: anonymized."
303,Prism: Semi-Supervised Multi-View Stereo with Monocular Structure Priors,Accept (Poster),2,26,,"Alex Rich, Noah Stier, Pradeep Sen, Tobias Höllerer",,,"The promise of unsupervised multi-view stereo (MVS) is to leverage large unlabeled datasets, yet current methods underperform when training on difficult data, such as handheld smartphone videos of indoor scenes. Meanwhile, high-quality synthetic datasets are available but MVS networks trained on these datasets fail to generalize to real-world examples. To bridge this gap, we propose a semi-supervised learning framework that allows us to train on real and rendered images jointly, capturing structural priors from synthetic data while ensuring parity with the real-world domain. Central to our framework is a novel set of losses that leverages powerful existing monocular relative-depth estimators trained on the synthetic dataset, transferring the rich structure of this relative depth to the MVS predictions on unlabeled data. Inspired by perceptual image metrics, we compare the MVS and monocular predictions via a deep feature loss and a multi-scale statistical loss. Our full framework, which we call Prism, achieves large quantitative and qualitative improvements over current unsupervised and synthetic-supervised MVS networks. This is quite a useful result, opening the door to using both unlabeled smartphone videos and photorealistic synthetic datasets for training MVS networks."
306,Next Best View Selections for Semantic and Dynamic 3D Gaussian Splatting,Accept (Poster),6,4,,"Yiqian Li, Wen Jiang, Kostas Daniilidis",,,"Understanding semantics and dynamics has been crucial for embodied agents in various tasks. Both tasks have much more data redundancy than the static scene understanding task. We formulate the view selection problem as an active learning problem and propose a view selection algorithm with Fisher Information that could work for semantics and dynamics in scene understanding. We evaluate our method on large-scale static images and dynamic video datasets by selecting informative frames from multi-camera setups. Experimental results demonstrate that our approach consistently improves rendering quality and semantic segmentation performance, outperforming baseline methods based on random selection and uncertainty-based heuristics."
309,PAPR Up-close: Close-up Neural Point Rendering without Holes,Accept (Poster),4,16,,"Yanshu Zhang, Chirag Vashist, Shichong Peng, Ke Li",,,"Point-based representations have recently gained popularity in neural rendering. While they offer many advantages, rendering them from close-up views often results in holes. In splatting-based neural point renderers, these are caused by gaps between different splats, which cause many rays to not intersect with any splat when viewed close-up. A different line of work uses attention to estimate each ray's intersection by interpolating between nearby points. Our work builds on one such method, known as Proximity Attention Point Rendering (PAPR), which learns parsimonious and geometrically accurate point representations. While in principle PAPR can fill holes by learning to interpolate between nearby points appropriately, PAPR also produces holes when rendering close-up, as the intersection point is often predicted incorrectly. We analyze this phenomenon and propose two novel solutions: a method for dynamically selecting nearby points to a ray for interpolation, and a robust attention method that better generalizes to local point configuration around unseen rays. These significantly reduce the prevalence of holes and other artifacts in close-up rendering compared to recent neural point renderers."
312,TexAvatars: Hybrid Texel-3D Representations for Stable Rigging of Photorealistic Gaussian Head Avatars,Accept (Poster),6,11,,"Jaeseong Lee, Junyeong Ahn, Taewoong Kang, Jaegul Choo",,,"Constructing drivable and photorealistic 3D head avatars has become a central task in AR/XR, enabling immersive and expressive user experiences. With the emergence of high-fidelity, efficient representations such as 3D Gaussians, recent works have pushed toward ultra-detailed head avatars. Existing approaches typically fall into two categories: rule-based analytic rigging or neural network-based deformation fields. While effective in constrained settings, both approaches often fail to generalize to unseen expressions and poses—particularly in extreme reenactment scenarios. Other methods constrain Gaussians to the texel space of 3DMMs to reduce rendering complexity. However, these texel-based avatars tend to underutilize the underlying mesh structure. They apply minimal analytic deformation and rely heavily on neural regressors and heuristic regularization in UV space, which weakens geometric consistency and limits extrapolation to complex, out-of-distribution deformations. To address these limitations, we introduce TexAvatars, a hybrid avatar representation that combines the explicit geometric grounding of analytic rigging with the spatial continuity of texel space. Our approach predicts local geometric attributes in UV space via CNNs, but drives 3D deformation through mesh-aware Jacobians, enabling smooth and semantically meaningful transitions across triangle boundaries. This hybrid design separates semantic modeling from geometric control, resulting in improved generalization, interpretability, and stability. Furthermore, TexAvatars captures fine-grained expression effects—including muscle-induced wrinkles, glabellar lines, and realistic mouth cavity geometry—with high fidelity. Our method achieves state-of-the-art performance under extreme pose and expression variations, demonstrating strong generalization in challenging head reenactment settings."
314,Making minimal solvers inverse-free using null space computation,Accept (Poster),1,29,,"Hassan Bozorgmanesh, Janne Heikkila",,,"In this paper, we propose a novel resultant-based method for solving polynomial systems of equations that commonly encountered in computer vision, particularly as minimal problems. Unlike traditional algorithms that rely on matrix inversion, the primary merits of the proposed method are the numerical stability of its formulation and the lack of need to compute the inverse of a matrix by  leveraging null space computations. Additionally, its formulation paves the way for more computations to be performed in the offline stage by using the sparsity of coefficient matrices, thereby reducing the computational load in the online stage. This inverse-free formulation is especially suited for sparse systems and offers improved robustness in scenarios where matrix inversion is unstable or infeasible. Experimental results demonstrate better accuracy compared to state-of-the-art methods such as SRBM and GAPS across a variety of camera geometry problems."
315,Improving 3D Foot Motion Reconstruction in Markerless Monocular Human Motion Capture,Accept (Poster),3,15,,"Tom Wehrbein, Bodo Rosenhahn",,,"State-of-the-art methods can recover accurate overall 3D human body motion from in-the-wild videos. However, they often fail to capture fine-grained articulations, especially in the feet, which are critical for applications such as gait analysis and animation. This limitation results from training datasets with inaccurate foot annotations and limited foot motion diversity. We address this gap with FootMR, a Foot Motion Refinement method that refines foot motion estimated by an existing human recovery model through lifting 2D foot keypoint sequences to 3D. By avoiding direct image input, FootMR circumvents inaccurate image–3D annotation pairs and can instead leverage large-scale motion capture data. To resolve ambiguities of 2D-to-3D lifting, we incorporate knee and foot motion as context and predict only residual foot motion. Generalization to extreme foot poses is further improved by representing body joints in global rather than parent-relative rotations and applying extensive data augmentation. To support evaluation of foot motion reconstruction, we introduce MOOF, a 2D dataset of complex foot movements. Experiments on MOOF, MOYO, and RICH show that FootMR outperforms state-of-the-art methods, reducing ankle joint angle error on MOYO by up to 30% over the best video-based approach. Code and data will be made available for research purposes."
321,HDEdit: Editing Videos and 3D Scenes with Video Diffusion Through Hierarchical Task Decomposition,Accept (Poster),5,26,,"Yanming Zhang, Jun-Kun Chen, Jipeng Lyu, Yu-Xiong Wang",,,"We introduce HDEdit, a training-free framework for instruction-guided video and 3D scene editing that resolves the fundamental tension between instruction fulfillment and original content preservation through **H**ierarchical task **D**ecomposition. Our key insight is to progressively decompose complex edits into simpler subtasks. This hierarchical strategy aligns with dual objectives: an LLM-guided planner structures high-level subgoals for reliable instruction fulfillment, while embedding-space interpolation further refines each subgoal to preserve unedited content. Two tailored control mechanisms -- word-level attention map propagation and parallel denoising synchronization -- ensure temporally consistent, hyperparameter-free execution. Beyond video, we extend HDEdit to 3D editing via a simple yet effective render-edit-reconstruct process that maintains strong geometric consistency. Extensive experiments demonstrate our state-of-the-art results across diverse and challenging edits, including long-duration videos, fast camera motion, and significant 3D geometric changes."
322,A Streamlined Attention-based Network for Descriptor Extraction,Accept (Poster),1,11,,"Mattia D'Urso, Emanuele Santellani, Christian Sormann, Mattia Rossi, Andreas Kuhn, Friedrich Fraundorfer",,,"We introduce $\textbf{SANDesc}$, a $\underline{S}$treamlined $\underline{A}$ttention-based $\underline{N}$etwork for $\underline{Desc}$riptor extraction that aims to improve on existing architectures for keypoint description.  Our descriptor network learns to compute descriptors that improve matching without modifying the underlying keypoint detector. We employ a revised U-Net-like architecture enhanced with Convolutional Block Attention Modules and residual paths, enabling effective local representation while maintaining computational efficiency. We refer to the building blocks of our model as Residual U-Net Blocks with Attention. The model is trained using a modified triplet loss in combination with a curriculum learning–inspired hard negative mining strategy, which improves training stability.  Extensive experiments on HPatches, MegaDepth-1500, and the Image Matching Challenge 2021 show that training SANDesc on top of existing keypoint detectors leads to improved results on multiple matching tasks compared to the original keypoint descriptors. At the same time, SANDesc has a model complexity of just 2.4 million parameters.   As a further contribution, we introduce a new urban dataset featuring 4K images and pre-calibrated intrinsics, designed to evaluate feature extractors. On this benchmark, SANDesc achieves substantial performance gains over the existing descriptors while operating with limited computational resources."
327,A Remeshing Method via Adaptive Multiple Original-Facet-Clipping and Centroidal Voronoi Tessellation,Accept (Poster),5,16,,"Yue Fei, Jingjing Liu, Yuyou Yao, Yusheng Peng, Liping Zheng",,,"CVT (Centroidal Voronoi Tessellation)-based remeshing optimizes mesh quality via the Voronoi-Delaunay framework, optimizing vertex distribution and generating regular triangles. Current CVT-based methods can fall into two categories: (1) exact methods (e.g., Geodesic CVT, Restricted Voronoi Diagrams (RVD)) that ensure high quality but are computationally expensive; (2) approximate methods that reduce complexity yet compromise quality. To address this trade-off, we propose a CVT-based surface remeshing method that balances optimization between quality and efficiency via curvature-adaptive multi-clipping of 3D Centroidal Voronoi cells using original surface facets.  Local curvature is approximated by the angle between normals of neighboring facets, which adaptively determines the number of clippings. Experimental results demonstrate the effectiveness of our method."
332,3D Scene Change Modeling with Consistent Multi-View Aggregation,Accept (Poster),2,18,,"Zirui Zhou, Junfeng Ni, Shujie Zhang, Yixin Chen, Siyuan Huang",,,"Change detection plays a vital role in scene monitoring, exploration, and continual reconstruction. Existing 3D change detection methods often exhibit spatial inconsistency in the detected changes and fail to explicitly separate pre- and post-change states. To address these limitations, we propose SCaR-3D, a novel 3D scene change detection framework that identifies object-level changes from a dense-view pre-change image sequence and sparse-view post-change images. Our approach consists of a signed-distance–based 2D differencing module followed by multi-view aggregation with voting and pruning; the aggragation strategy leverages the consistent nature of 3DGS and also robustly separates pre- and post-change states. Based on the detected change regions, we further develop a continual scene reconstruction strategy that selectively updates dynamic regions while preserving the unchanged areas. We also contribute CCS3D, a challenging synthetic dataset that allows flexible combinations of 3D change types to support controlled evaluations. Extensive experiments demonstrate that our method achieves both high accuracy and efficiency, outperforming existing methods."
333,C3PO: Canonicalization of 3D Pose from Partial Views with Generalizable Correspondence Features,Accept (Poster),2,19,,"Yu Chi, Leonhard Sommer, Olaf Dünkel, Dominik Muhle, Daniel Cremers, Christian Theobalt, Adam Kortylewski",,,"Progress in 3D object understanding relies on the category-level canonicalization of 3D objects, i.e., bringing 3D instances into a consistent position and orientation. Most related works assume complete 3D representations, while real-world applications often require solving the more challenging task of canonicalizing from partial views (short videos that cover only a part of the object). This is the case, despite its potential for generic object pose estimation, 3D content generation, and 3D morphable model learning.  We introduce C3PO, a method capable of canonicalizing partial views from arbitrary object categories by enforcing geometric and feature-level appearance consistency of overlapping views. We represent partial views as 3D point clouds obtained via structure-from-motion, where each point carries a feature vector that is extracted from 2D images using a novel feature extractor capable of estimating generalizable correspondence features. Notably, our novel correspondence features are learned on a large dataset and show zero-shot generalizability to object categories not seen during training. On top of this, we introduce an efficient pairwise-registration framework that aligns partial object representations into a globally consistent canonical frame. Experiments on synthetic and real-world benchmarks demonstrate that C3PO significantly outperforms existing methods."
334,Are Pose Estimators Ready for the Open World? STAGE: A GenAI Toolkit for Auditing 3D Human Pose Estimators,Accept (Poster),3,16,,"Nikita Kister, István Sárándi, Jiayi Wang, Anna Khoreva, Gerard Pons-Moll",,,"For safety-critical applications, it is crucial to audit 3D human pose estimators before deployment. Will the system break down if the weather or the clothing changes? Is it robust regarding gender and age? To answer these questions and more, we need controlled studies with images that differ in a single attribute, but real benchmarks cannot provide such pairs. We thus present STAGE, a GenAI data toolkit for auditing 3D human pose estimators. For STAGE, we develop the first GenAI image creator with accurate 3D pose control and propose a novel evaluation strategy to isolate and quantify the effects of single factors such as gender, ethnicity, age, clothing, location, and weather. Enabled by STAGE, we generate a series of benchmarks to audit, for the first time,  the sensitivity of popular pose estimators towards such factors.  Our results show that natural variations can severely degrade pose estimator performance, raising doubts about their readiness for open-world deployment. We aim to highlight these robustness issues and establish STAGE as a benchmark to quantify them."
341,A Framework for Reducing the Complexity of Geometric Vision Problems and its Application to Two-View Triangulation with Approximation Bounds,Accept (Poster),1,19,,"Felix Rydell, Georg Bökman, Fredrik Kahl, Kathlén Kohn",,,"In this paper, we present a new framework for reducing the computational complexity of geometric vision problems through targeted reweighting of the cost functions used to minimize reprojection errors. Triangulation - the task of estimating a 3D point from noisy 2D projections across multiple images - is a fundamental problem in multiview geometry and Structure-from-Motion (SfM) pipelines. We apply our framework to the two-view case and demonstrate that optimal triangulation, which requires solving a univariate polynomial of degree six, can be simplified through cost function reweighting reducing the polynomial degree to two. This reweighting yields a closed-form solution while preserving strong geometric accuracy. We derive optimal weighting strategies, establish theoretical bounds on the approximation error, and provide experimental results on real data demonstrating the effectiveness of the proposed approach compared to standard methods. Although this work focuses on two-view triangulation, the framework generalizes to other geometric vision problems."
342,Improved Cinematic-Guided Camera Language Transfer in 3D Scene,Accept (Poster),6,8,,"Yuan Wang, Zhuoling Jiang, Bailin Deng, Yipeng Qin",,,"Directors and cinematographers often recreate iconic scenes by replicating the underlying camera language to evoke shared aesthetic and narrative meaning. In this work, we refer to this as the task of Cinematic-Guided Camera Language Transfer, where the goal is to reproduce the cinematic camera language of a reference video clip in a new 3D scene. The pioneer work, Jaws~\cite{wang2023jaws}, tackles this problem by adapting generic computer vision methods but fails to model the essential principles of cinematography, often leading to inaccurate framing, motion mismatches, and loss of expressive intent. To overcome these limitations, we systematically define the objectives of camera language transfer, grounding them in professional cinematography literature. Specifically, we conduct an in-depth review of cinematography literature to identify eight key cinematic features and encode them into five novel camera language losses. These losses not only guide optimization of camera parameters for effective transfer, but also serve as quantitative metrics for evaluating cinematographic fidelity. Extensive experiments demonstrate the superiority of our method."
344,LaMP: Learning Robust Latent Motion Prior for Optimization-Based Human Motion Generation,Accept (Poster),3,25,,"Xiaozhong Lyu, Korrawe Karunratanakul, Kaifeng Zhao, Siyu Tang",,,"We present Latent Motion Prior (LaMP), a novel framework for learning a generalizable human motion prior that enables efficient optimization for motion-related tasks, including text-to-motion generation, motion editing, motion blending, motion refinement, and environment collision-avoiding motion generation.  LaMP uses a body part-based ViT encoder to learn a disentangled latent representation of human motion and uses the masking training schemes to encourage the model to capture the most informative structural and dynamic aspects of the motion.  LaMP produces a robust latent space that serves as a foundational motion prior for a wide range of motion-related tasks. We evaluate the learned feature on a wide range of downstream tasks. The experimental results show that the current families of text-to-motion models are generally not suitable to serve as a motion prior, and LaMP outperforms the state-of-the-art methods on all optimization tasks. The code and pre-trained model are open-source to facilitate the research community."
345,Data-Efficient Inference of Neural Fluid Fields via SciML Foundation Model,Accept (Poster),4,30,,"Yuqiu Liu, Jingxuan Xu, Mauricio Soroco, Yunchao Wei, Wuyang Chen",,,"Recent developments in 3D vision have enabled successful progress in inferring neural fluid fields and realistic rendering of fluid dynamics. However, these methods require real-world flow captures, which demand dense video sequences and specialized lab setups, making the process costly and challenging. Scientific machine learning (SciML) foundation models, which are pretrained on extensive simulations of partial differential equations (PDEs), encode rich multiphysics knowledge and thus provide promising sources of domain priors for inferring fluid fields. Nevertheless, their potential to advance real-world vision problems remains largely underexplored, raising questions about the transferability and practical utility of these foundation models. In this work, we demonstrate that SciML foundation model can significantly improve the data efficiency of inferring real-world 3D fluid dynamics with improved generalization. At the core of our method is leveraging the strong forecasting capabilities and meaningful representations of SciML foundation models. We equip neural fluid fields with a novel collaborative training approach that utilizes augmented views and fluid features extracted by our foundation model. Our method demonstrates significant improvements in both quantitative metrics and visual quality, showcasing the practical applicability of SciML foundation models in real-world fluid dynamics."
348,Contact4D: A Video Dataset for Whole-Body Human Motion and Finger Contact in Dexterous Operations,Accept (Poster),3,17,,"Jyun-Ting Song, JungEun Kim, Jinkun Cao, Yu Lei, Takuma Yagi, Kris Kitani",,,"Understanding how humans interact with objects is key to building robust human-centric artificial intelligence. However, this area remains relatively unexplored due to the lack of large-scale datasets. Recent datasets focusing on this issue mainly consist of activities captured entirely in controlled lab environments, and contact annotations are mostly estimated using threshold clips. We introduce Contact4D, a multi-view video dataset for human-object interaction that provides detailed body poses and accurate contact annotations. We use a flexible multi-view capture system to record individuals performing furniture assembly tasks and provide annotations for human detection, tracking, 2D/3D pose estimation, and ground-truth contact. Additionally, we propose a novel processing pipeline to extract accurate hand poses even when they are severely occluded. Contact4D consists of 2M images captured from 19 synchronized cameras across 350 video sequences, spanning diverse environments, varioius furniture types, and unique subjects. We evaluate existing methods for human pose estimation and human-centric contact estimation, demonstrating their inability to generalize to our dataset. Lastly, we fine-tune a pretrained MultiHMR model on Contact4D and observe an improved performance of 56.6\% body MPJPE and 26.4\% hand MPJPE in scenarios under severe self-occlusion and object occlusion. Code and data will be released upon acceptance."
351,Toon3D: Seeing Cartoons from New Perspectives,Accept (Poster),2,20,,"Ethan Weber, Riley Peterlinz, Rohan Mathur, Frederik Rahbæk Warburg, Alexei A Efros, Angjoo Kanazawa",,,"We recover the underlying 3D structure from images of cartoons and anime depicting the same scene. This is an interesting problem domain because images in creative media are often depicted without explicit geometric consistency for storytelling and creative expression—they are only 3D in a qualitative sense. While humans can easily perceive the underlying 3D scene from these images, existing Structure-from-Motion (SfM) methods that assume 3D consistency fail catastrophically. We present Toon3D for reconstructing geometrically inconsistent images. Our key insight is to deform the input images while recovering camera poses and scene geometry, effectively explaining away geometrical inconsistencies to achieve consistency. This process is guided by the structure inferred from monocular depth predictions. We curate a dataset with multi-view imagery from cartoons and anime that we annotate with reliable sparse correspondences using our user-friendly annotation tool. Our recovered point clouds can be plugged into novel-view synthesis methods to experience cartoons from viewpoints never drawn before. We evaluate against classical and recent learning-based SfM methods, where Toon3D is able to obtain more reliable camera poses and scene geometry."
354,Diffusion-Denoised Hyperspectral Gaussian Splatting,Accept (Poster),4,6,,"Sunil Kumar Narayanan, Lingjun Zhao, Lu Gan, Yongsheng Chen",,,"Hyperspectral imaging (HSI) has been widely used in agricultural applications for non-destructive estimation of plant nutrient composition and precise determination of nutritional elements of samples. Recently, 3D reconstruction methods have been used to create implicit neural representations of HSI scenes, which can help localize the target object's nutrient composition spatially and spectrally. Neural Radiance Field (NeRF) is a cutting-edge implicit representation that can be used to render hyperspectral channel compositions of each spatial location from any viewing direction. However, it faces limitations in training time and rendering speed. In this paper, we propose Diffusion-Denoised Hyperspectral Gaussian Splatting (DD-HGS), which enhances the state-of-the-art 3D Gaussian Splatting (3DGS) method with wavelength-aware spherical harmonics, a Kullback–Leibler divergence-based spectral loss and a diffusion-based denoiser to enable 3D explicit reconstruction of the hyperspectral scenes for the entire spectral range.  We present extensive evaluations on diverse real-world hyperspectral scenes from the Hyper-NeRF dataset to show the effectiveness of our DD-HGS. The results demonstrate that DD-HGS has achieved the new state-of-the-art performance among all the previously published methods. Code will be released upon acceptance."
361,RaCo: Ranking and Covariance for Practical Learned Keypoints,Accept (Poster),1,12,,"Abhiram Shenoi, Philipp Lindenberger, Paul-Edouard Sarlin, Marc Pollefeys",,,"This paper introduces RaCo, a lightweight neural network designed to learn robust and versatile keypoints for a variety of 3D computer vision tasks. The model has three key components: a repeatable keypoint detector, a differentiable ranker to maximize matches with a limited number of keypoints, and a covariance estimator to quantify spatial uncertainty in metric scale.  RaCo is trained only on perspective image crops and doesn't need covisible image pairs. It achieves strong rotational robustness through extensive data augmentation, avoiding computationally expensive equivariant network architectures. The method was evaluated on several challenging datasets and demonstrated state-of-the-art performance in keypoint repeatability and two-view matching, especially with large in-plane rotations.  Ultimately, RaCo provides a simple and effective strategy to independently estimate keypoint ranking and metric covariance without additional labels. It detects interpretable and repeatable interest points, and its model and training code will be publicly released with a permissive license."
367,TextureSplat: Per-Primitive Texture Mapping for Reflective Gaussian Splatting,Accept (Poster),4,27,,"Mae Younes, Adnane Boukhayma",,,"Gaussian Splatting have demonstrated remarkable novel view synthesis performance at high rendering frame rates. Optimization-based inverse rendering within complex capture scenarios remains however a challenging problem.  A particular case is modelling complex surface light interactions for highly reflective scenes, which results in intricate high frequency specular radiance components. We hypothesize that such challenging settings can benefit from increased representation power. We hence propose a method that tackles this issue through a geometrically and physically grounded Gaussian Splatting borne radiance field, where normals and material properties are spatially variable in the primitive's local space. Using per-primitive texture maps for this purpose, we also propose to harness the GPU hardware to accelerate rendering at test time via unified material texture atlas."
368,HiT: Hierarchical Transformers for Unsupervised 3D Shape Abstraction,Accept (Poster),5,27,,"Aditya Vora, Lily Goli, Andrea Tagliasacchi, Hao Zhang",,,"We introduce HiT, a novel hierarchical neural field representation for 3D shapes that learns general hierarchies in a coarse-to-fine manner across different shape categories in an unsupervised setting. Our key contribution is a hierarchical transformer (HiT), where each level learns parent–child relationships of the tree hierarchy using a compressed codebook. This codebook enables the network to automatically identify common substructures across potentially diverse shape categories. Unlike previous works that constrain the task to a fixed hierarchical structure (e.g., binary), we impose no such restriction, except for limiting the total number of nodes at each tree level. This flexibility allows our method to infer the hierarchical structure directly from data, over multiple shape categories, and representing more general and complex hierarchies than prior approaches. When trained at scale with a reconstruction loss, our model captures meaningful containment relationships between parent and child nodes. We demonstrate its effectiveness through an unsupervised shape segmentation task over all 55 ShapeNet categories, where our method successfully segments shapes into multiple levels of granularity."
371,ACT-R: Adaptive Camera Trajectories for Single View 3D Reconstruction,Accept (Poster),2,5,,"Yizhi Wang, Mingrui Zhao, Hao Zhang",,,"We introduce the simple idea of adaptive view planning to multi-view synthesis, aiming to improve both occlusion revelation  and 3D consistency for single-view 3D reconstruction. Instead of producing an unordered set of views independently or simultaneously, we  generate a sequence of views, leveraging temporal consistency to enhance 3D coherence. Importantly, our view sequence is not determined by a pre-determined and fixed camera setup. Instead, we compute an adaptive camera trajectory (ACT), to maximize the visibility of occluded regions of the 3D object to be reconstructed. Once the best orbit is found, we feed it to a video diffusion model to generate novel views around the orbit, which can then be passed to any multi-view 3D reconstruction model to obtain the final result. Our multi-view synthesis pipeline is quite efficient since it involves no run-time training/optimization, only forward inferences by applying pre-trained models for occlusion analysis and multi-view synthesis. Our method predicts camera trajectories that reveal occlusions effectively and produce consistent novel views, significantly improving 3D reconstruction over SOTA alternatives on the unseen GSO dataset."
376,Towards Enhanced Sparse-View Tomographic Reconstruction Using 3D Gaussian Splatting,Accept (Poster),4,28,,"Aqsa Yousaf, Paul Agbaje, Afia Anjum, Arkajyoti Mitra, Habeeb Olufowobi",,,"Sparse-view tomographic reconstruction aims to recover 3D volumes from limited projection views, but often suffers from incomplete structures and volumetric artifacts. Gaussian splatting has recently emerged as an efficient representation for continuous volumetric modeling, reducing memory cost compared to voxel grids and training time compared to implicit methods. However, existing Gaussian splatting methods for CT reconstruction struggle with needle-like artifacts in sparse-view settings. To address this, we introduce two key contributions. First, we propose a structure-aware initialization strategy that uses gradient and density magnitude from preliminary reconstructions to intelligently place Gaussian primitives in high-contrast regions. Second, we adapt the well-established Beer-Lambert law from CT physics to stabilize Gaussian splatting optimization, transforming the exponential attenuation relationship into a linear domain that mitigates vanishing gradients, and stabilizes optimization. Together, these innovations yield sharper and more stable reconstructions, achieving average improvements of 2.32% in PSNR and 2.41% in SSIM while using 6.47% fewer primitives across three standard CT datasets."
377,From Blurry to Believable: Enhancing Low-quality Talking Heads with 3D Generative Priors,Accept (Poster),3,18,,"Ding-Jiun Huang, Yuanhao Wang, Shao-Ji Yuan, Albert Mosella-Montoro, Francisco Vicente Carrasco, Cheng Zhang, Fernando De la Torre",,,"Creating high-fidelity, animatable 3D talking heads is crucial for immersive applications, yet often hindered by the prevalence of low-quality image or video sources, which yield poor 3D reconstructions. In this paper, we introduce SuperHead, a novel framework for enhancing low-resolution, animatable 3D head avatars. The core challenge lies in synthesizing high-quality geometry and textures, while ensuring both 3D and temporal consistency during animation and preserving subject identity. Despite recent progress in image, video and 3D-based super-resolution (SR), existing SR techniques are ill-equipped to handle dynamic 3D inputs. To address this, SuperHead leverages the rich priors from pre-trained 3D generative models via a novel dynamics-aware 3D inversion scheme. This process optimizes the latent representation of the generative model to produce a super-resolved 3D Gaussian Splatting (3DGS) head model, which is subsequently bound to an underlying parametric head model for animation. The inversion is jointly supervised using a sparse collection of upscaled 2D face renderings and corresponding depth maps, captured from diverse facial expressions and camera viewpoints, to ensure realism under dynamic facial motions. Experiments demonstrate that SuperHead generates avatars with fine-grained facial details under dynamic motions, significantly outperforming baseline methods in visual quality. The code will be made publicly available."
