poster,session,number,title,Authors,absract,forum
Poster 5,,17,Dynamic 3D Gaussians: Tracking by Persistent Dynamic View Synthesis,"Jonathon Luiten, Georgios Kopanas, Bastian Leibe, Deva Ramanan","We present a method that simultaneously addresses the task of novel-view synthesis of dynamic scenes and the task of 6-DOF tracking of all dense scene elements. We follow an analysis-by-synthesis framework, inspired by recent work that models a static scene as a collection of 3D Gaussian elements that are ``splatted"" together to create a differentiable volume of occupancy and color. To enable modeling of dynamic scenes, we allow Gaussians to persist over time with consistent color, transparency, and shape, but time-varying 6-DOF position. Given a collection of images from different timesteps and cameras, we differentiably optimize these Gaussian elements so as to reconstruct the input. By enforcing local rigidity with the appropriate regularizers, we show that dense 6-DOF tracks naturally emerge as an internal representation. This enables our representation to support a variety of downstream tasks such as novel view synthesis, non-rigid reconstruction and 6-DOF tracking.",https://openreview.net/forum?id=uN0mE04Umt
Poster 5,,197,Towards Learning Monocular 3D Object Localization From 2D Labels using the Physical Laws of Motion,"Daniel Kienzle, Julian Lorenz, Katja Ludwig, Rainer Lienhart","We present a novel method for precise 3D object localization in single images from a single calibrated camera using only 2D labels. No expensive 3D labels are needed. Thus, instead of using 3D labels, our model is trained with easy-to-annotate 2D labels along with the physical knowledge of the object's motion. Given this information, the model can infer the latent third dimension, even though it has never seen this information during training. Our method is evaluated on both synthetic and real-world datasets, and we are able to achieve a mean distance error of just 6 cm in our experiments on real data. The results indicate the method's potential as a step towards learning 3D object location estimation, where collecting 3D data for training is not feasible.",https://openreview.net/forum?id=pJxA0zQLvY
Poster 5,,264,Photometric visibility matrix for the automatic selection of optimal viewpoints,"Vanessa Staderini, Tobias Glück, Roberto Mecca, Petra Gospodnetic, Philipp Schneider, Andreas Kugi","Automated visual quality inspection is a core topic of robotics and computer vision. In industrial applications, the CAD model of the object to be inspected is often known and can be used to generate appropriate sensor poses (viewpoints) from which to inspect the object's surface and assure the quality of its geometry. Current approaches in this field generate optimal viewpoints by evaluating the geometric coverage but the photometric appearance of the object is usually not considered. This lack of photometric information results in a loss of crucial cues to establish actual visibility, especially when the object to inspect presents specular highlights (e.g., polished metal parts) and a complex geometry. In this paper, we propose integrating photometric information into the viewpoint evaluation to consider the object's appearance. To achieve this, we embed a bidirectional reflectance distribution function (BRDF) within the evaluation of the viewpoint candidates. We benchmark different BRDFs with increasingly realistic rendering to prove the concept of our approach. Specifically, we consider the Blinn-Phong and Cook-Torrance reflectance models. Our simulation results demonstrate the suitability and importance of using a photometric approach that considers material properties and selects optimal viewpoints for specific materials.",https://openreview.net/forum?id=tOCTzfjnf4
Poster 5,,331,Self-Supervised Learning of Skeleton-Aware Morphological Representation for 3D Neuron Segments,"Daiyi Zhu, Qihua Chen, Xuejin Chen","Effective morphological analysis of large-scale 3D neural data plays a crucial role in neuroscience research. However, the ultra-scale data volume from high-resolution microscopy imaging makes manual analysis significantly challenging for 3D rendering, morphological analysis, and morphology-based neuron classification. In this paper, we propose a self-supervised approach to learn skeleton-aware morphological representations from ultra-scale 3D segments to support efficient rendering and morphological analysis. Our approach, named ConSkeletonNet, connects skeleton-aware shape simplification and morphology-based neuron classification to enhance the discriminability of learned morphological representations through multi-task joint training. Through experiments on the neuron segments in a full fly brain EM FAFB-FFN1 and a data volume in the cerebral cortex of a human H01, our ConSkeletonNet shows strong superiority in learning skeletal-aware morphological representation both for both neuron segments skeleton extraction and neuron classification. We also apply our ConSkeletonNet to the man-made dataset ShapeNet and achieve state-of-the-art performance in skeleton extraction task.",https://openreview.net/forum?id=SD4whyVhPQ
Poster 5,,181,Correspondence-free online human motion retargeting,"Rim REKIK DIT NEKHILI, Mathieu Marsot, Stefanie Wuhrer, Jean-Sébastien Franco, Anne-Hélène Olivier","We present a novel data-driven framework for unsupervised human motion retargeting that allows to retarget motions between different characters by animating a target subject with the motion of a source subject. Our method is correspondence-free,i.e. neither spatial correspondences between the source and target shapes nor temporal correspondences between differentframes of the source motion are required. This allows to directly animate a target shape with arbitrary sequences of humans in motion, possibly captured using 4D acquisition platforms or consumer devices. Our framework takes into account long-term temporal context of 1 second during retargeting while accounting for surface details. To achieve this, we take inspiration from two lines of existing work: skeletal motion retargeting, which leverages long-term temporal context at the cost of surface detail, and surface-based retargeting, which preserves surface details without considering long-term temporal context. We unify the advantages of these works by combining a geometry-aware deformation model with a skeleton-aware motion transfer approach. During inference, our method runs online, i.e. the input can be processed in a serial way, and retargeting is performed in a single forward pass per frame. Experiments show that including long-term temporal context during training improves the method’s accuracy both in terms of skeletal motion and detail preservation. Furthermore, our method generalizes well on unobserved motions and body shapes. We demonstrate that the proposed framework achieves state-of-the-art results on two test datasets and that it can be used to animate humanoid virtual avatars directly with the raw reconstruction output of a multi-view acquisition platform. We will release our code for research purposes.",https://openreview.net/forum?id=Cockj7Ux7M
Poster 5,,302,Coherent Enhancement of Depth Images and Normal Maps\\using Second-order Geometric Models on Weighted Finite Graphs,"Andreas Görlitz, Michael Moeller, Andreas Kolb","High-quality depth and normal maps play a crucial role in various image processing and computer vision applications. However, the noisy data from sensors requires meticulous pre-processing. Denoising depth and normals separately, can lead to inconsistent geometric information, negatively impacting the performance of applications relying on this data. While some recent studies have suggested joint denoising approaches that aim to achieve coherent geometric representations, these methods are based on simple geometric assumptions, such as piecewise planar regions, and thus suffer from lower accuracy for non-planar geometry.In this paper, we present a versatile non-planar model specifically designed to handle both planar and non-planar geometry. To achieve this, we formulate the underlying problem as a partitioning of our non-planar model parameters on weighted finite graphs. Solving this problem involves utilizing a modified version of the Cut Pursuit algorithm, which efficiently divides input data into regions of similar geometric models. Finally, we leverage these resulting partitions and their associated model parameters to compute a denoised and infilled depth image, along with its coherent normal map.",https://openreview.net/forum?id=Ty42Er8nLX
Poster 5,,178,Q-REG: End-to-End Trainable Point Cloud Registration with Surface Curvature,"Shengze Jin, Daniel Barath, Marc Pollefeys, Iro Armeni","Point cloud registration has seen recent success with several learning-based methods that focus on correspondence matching, and as such, optimize only for this objective. Following the learning step of correspondence matching, they evaluate the estimated rigid transformation with a RANSAC-like framework. While it is an indispensable component of these methods, it prevents a fully end-to-end training, leaving the objective to minimize the pose error non-served. We present a novel solution, Q-REG, which utilizes rich geometric information to estimate the rigid pose from a single correspondence. Q-REG allows to formalize the robust estimation as an exhaustive search, hence enabling end-to-end training that optimizes over both objectives of correspondence matching and rigid pose estimation. We demonstrate in the experiments that Q-REG is agnostic to the correspondence matching method and provides consistent improvement both when used only in inference and in end-to-end training. It sets a new state-of-the-art on the 3DMatch, KITTI and ModelNet benchmarks. We will make our code repository and trained models public.",https://openreview.net/forum?id=GAnLy7jw8i
Poster 5,,343,BEVContrast: Self-Supervision in BEV Space for Automotive Lidar Point Clouds,"Corentin Sautier, Gilles Puy, Alexandre Boulch, Vincent Lepetit, Renaud Marlet","We present a surprisingly simple and efficient method for self-supervision of 3D backbone on automotive Lidar point clouds. We design a contrastive loss between features of Lidar scans captured in the same scene. Several such approaches have been proposed in the literature from PointConstrast, which uses a contrast at the level of points, to the state-of-the-art TARL, which uses a contrast at the level of segments, roughly corresponding to objects. While the former enjoys a great simplicity of implementation, it is surpassed by the latter, which however requires a costly pre-processing. In BEVContrast, we define our contrast at the level of 2D cells in the Bird’s Eye View plane. Resulting cell-level representations offer a good trade-off between the point-level representations exploited in PointContrast and segment-level representations exploited in TARL: we retain the simplicity of PointContrast (cell representations are cheap to compute) while surpassing the performance of TARL in downstream semantic segmentation.",https://openreview.net/forum?id=urLpYKlBCi
Poster 5,,208,Generating Continual Human Motion in Diverse 3D Scenes,"Aymen Mir, Xavier Puig, Angjoo Kanazawa, Gerard Pons-Moll","We introduce a method to synthesize animator guided human motion across 3D scenes. Given a set of sparse (3 or 4) joint locations (such as the location of a person's hand and two feet) and a seed motion sequence in a 3D scene, our method generates a plausible motion sequence starting from the seed motion while satisfying the constraints imposed by the provided keypoints. We decompose the continual motion synthesis problem into walking along paths and transitioning in and out of the actions specified by the keypoints, which enables long generation of motions that satisfy scene constraints without explicitly incorporating scene information. Our method is trained only using scene agnostic mocap data. As a result, our approach is deployable across 3D scenes with various geometries. For achieving plausible continual motion synthesis without drift, our key contribution is to iteratively generate motion in a goal-centric canonical coordinate frame where the next immediate target is situated at the origin. This idea simplifies the problem for the motion synthesis network as the network always only has to go to the origin. Our model can generate long sequences of diverse actions such as grabbing, sitting and leaning chained together in arbitrary order, demonstrated on scenes of varying geometry: HPS, Replica, Matterport, and ScanNet scenes. Several experiments demonstrate that our method outperforms existing methods that navigate paths in 3D scenes.",https://openreview.net/forum?id=INbrhygt1K
Poster 5,,150,Practical Measurement and Neural Encoding of Hyperspectral Skin Reflectance,"Xiaohui Li, Giuseppe Claudio Guarnera, Arvin Lin, Abhijeet Ghosh","We propose a practical method to measure spectral skin reflectance as well as a spectral BSSRDF model spanning a wide spectral range from 300nm to 1000nm. We employ a practical capture setup consisting of desktop monitors to illuminate human faces in the visible domain to estimate five parameters of spectral chromophore concentrations including melanin, hemoglobin, and $\beta$ carotene concentration, melanin blend-type fraction, and epidermal hemoglobin fraction. The estimated parameters make use of a novel three-stage lookup table search for faster parameter fitting, and drive our skin model for accurate reconstruction of facial skin reflectance response in both the visible domain as well as in the UVA and near-infrared range. We also propose a novel neural network architecture that given our measurements, predicts the five chromophore parameters of our model at the encoder stage and full hyperspectral reflectance response as the output of the decoder stage.",https://openreview.net/forum?id=2ikxgJL1wp
Poster 5,,33,Synthesizing physically plausible human motions in 3D scenes,"Liang Pan, Jingbo Wang, Buzhen Huang, Junyu Zhang, Haofan Wang, Xu Tang, Yangang Wang","Synthesizing physically plausible human motions in 3D scenes is a challenging problem. Kinematics-based methods cannot avoid inherent artifacts (e.g., penetration and foot skating) due to the lack of physical constraints. Meanwhile, existing physics-based methods cannot generalize to multi-object scenarios since the policy trained with reinforcement learning has limited modeling capacity. In this work, we present a framework that enables physically simulated characters to perform long-term interaction tasks in diverse, cluttered, and unseen scenes. The key idea is to decompose human-scene interactions into two fundamental processes, interacting and navigating, which motivates us to construct two reusable controllers, i.e. InterCon and NavCon. Specifically, InterCon contains two complementary policies that enable characters to enter and leave the interacting state (e.g., sitting on a chair and getting up). To generate interaction with objects at different places, we further design NavCon, a trajectory following policy, to keep characters’ locomotion in the free space of 3D scenes. Benefiting from the divide and conquer strategy, we can train the policies in simple environments and generalize to complex multi-object scenes. Experimental results demonstrate that our framework can synthesize physically plausible long-term human motions in complex 3D scenes. Code is attached in supplementary materials and will be publicly released.",https://openreview.net/forum?id=lMyrioN4KC
Poster 5,,317,IS-NEAR: Implicit Semantic Neural Engine and Multi-Sensor Data Rendering with 3D Global Feature,"Tiecheng Sun, Wei Zhang, Xingliang Dong, Tao Lin","Data-driven Computer Vision (CV) tasks are still limited by the amount of labeled data.Recently, some semantic NeRFs have been proposed to render and synthesize novel-view semantic labels.Although current NeRF methods achieve spatially consistent color and semantic rendering, the capability of the geometrical representation is limited.This problem is caused by the lack of global information among raysin the traditional NeRFs since they are trained with independent directional rays.To address this problem, we introduce a point-to-surface global feature in NeRF to associate all rays,which enables the single ray representation capability of global geometry. In particular,the relative distance of each sampled ray point to the learned global surfaces is calculated toweight the geometry density and semantic-color feature. We also carefully design the semantic lossand back-propagation function to solve the problems of unbalanced samples andthe disturbance of implicit semantic field to geometric field.The experiments validate the 3D scene annotation capability with few feed labels.The quantification results show thatour method outperforms the state-of-the-art works in efficiency, geometry, color and semantics on the public datasets. The proposed method is also applied to multiple tasks, such as indoor, outdoor,part segmentation labeling, texture re-rendering and robot simulation.",https://openreview.net/forum?id=3R3QUaCIvs
Poster 5,,312,ActiveNeuS: Neural Signed Distance Fields for Active Stereo,"Kazuto Ichimaru, Takaki Ikeda, Diego Thomas, Takafumi Iwaguchi, Hiroshi Kawasaki","3D-shape reconstruction in extreme environments, such as low illumination or scattering condition, has been an open problem and intensively researched.Active stereo is one of potential solution for such environments for its robustness and high accuracy.However, active stereo systems usually consist of specialized system configurations with complicated algorithms, which narrow their application.In this paper, we propose Neural Signed Distance Fieldfor active stereo systems to enable implicit correspondence search and triangulation in generalized Structured Light.With our technique, textureless or equivalent surfaces by low light condition are successfully reconstructed even with a small number of captured images.Experiments were conducted to confirm that the proposed method could achieve state-of-the-art reconstruction quality under such severe condition.We also demonstrated that the proposed method worked in an underwater scenario.",https://openreview.net/forum?id=TZ2fQ50kTU
Poster 5,,156,MixRT: Mixed Neural Representations For Real-Time NeRF Rendering,"Chaojian Li, Bichen Wu, Peter Vajda, Yingyan Celine Lin","Neural Radiance Field (NeRF) has emerged as a leading technique for novel view synthesis, owing to its impressive photorealistic reconstruction and rendering capability. Nevertheless, achieving real-time NeRF rendering in large-scale scenes has presented challenges, often leading to the adoption of either intricate baked mesh representations with a substantial number of triangles or resource-intensive ray marching in baked representations. We challenge these conventions, observing that high-quality geometry that is represented by meshes with substantial triangles, is not necessary for achieving photorealistic rendering quality. Consequently, we propose MixRT, a novel NeRF representation, that includes a low-quality mesh, a view-dependent displacement map, and a compressed NeRF model. This design effectively harnesses the capabilities of existing graphics hardware, thus enabling real-time NeRF rendering on edge devices. Leveraging a highly-optimized WebGL-based rendering framework, our proposed MixRT attains real-time rendering speeds on edge devices ($>$30 FPS at a resolution of 1280 $\times$ 720 on a Macbook M1 Pro laptop), better rendering quality (0.2 PSNR higher on indoor scenes of the Unbounded-360 datasets), and smaller storage size ($<$80\) compared to state-of-the-art methods.",https://openreview.net/forum?id=29bLJOkCNO
Poster 5,,27,Color-NeuS: Reconstructing Neural Implicit Surfaces with Color,"Licheng Zhong, Lixin Yang, Kailin Li, Haoyu Zhen, Mei Han, Cewu Lu","The reconstruction of object surfaces from multi-view images or monocular video is a fundamental issue in computer vision. However, much of the recent research concentrates on reconstructing geometry through implicit or explicit methods. In this paper, we shift our focus towards reconstructing mesh in conjunction with color. We remove the view-dependent color from neural volume rendering while retaining volume rendering performance through a relighting network. Mesh is extracted from the signed distance function (SDF) network for the surface, and color for each surface vertex is drawn from the global color network. To evaluate our approach, we conceived a in hand object scanning task featuring numerous occlusions and dramatic shifts in lighting conditions. We've gathered several videos for this task, and the results surpass those of any existing methods capable of reconstructing mesh alongside color. Additionally, our method's performance was assessed using public datasets, including DTU, BlendedMVS, and OmniObject3D. The results indicated that our method performs well across all these datasets. Our code and data will be released.",https://openreview.net/forum?id=QTdCH9H6Yf
Poster 6,,51,HumanReg: Self-supervised Non-rigid Registration of Human Point Cloud,"Yifan Chen, Zhiyu Pan, Zhi Chen Zhong, Wenxuan Guo, Jianjiang Feng, Jie Zhou","In this paper, we present a novel registration framework, HumanReg, that learns a non-rigid transformation between two human point clouds end-to-end. We introduce body prior into the registration process to efficiently handle this type of point cloud. Unlike most exsisting supervised registration techniques that require expensive point-wise flow annotations, HumanReg can be trained in a self-supervised manner benefiting from a set of novel loss functions. To make our model better converge on real-world data, we also propose a pretraining strategy, and a synthetic dataset (HumanSyn4D) consists of dynamic, sparse human point clouds and their auto-generated ground truth annotations. Our experiments shows that HumanReg achieves state-of-the-art performance on CAPE-512 dataset and gains a qualitative result on another more chanllenging real-world dataset. Furthermore, our ablation studies demonstrate the effectiveness of our synthetic dataset and novel loss functions. Our code and synthetic dataset will be released soon.",https://openreview.net/forum?id=8aRbSTVItQ
Poster 6,,55,LocPoseNet: Robust Location Prior for Unseen Object Pose Estimation,"Chen Zhao, Yinlin Hu, Mathieu Salzmann","Object location prior has been shown to be critical for the standard 6D object pose estimation setting, where the training and testing objects are the same. Specifically, the prior can be used to initialize the 3D object translation and facilitate 3D object rotation estimation. Unfortunately, the object detectors that are used for this purpose do not generalize to unseen objects, i.e., objects from new categories at test time. Therefore, existing 6D pose estimation methods for previously-unseen objects either assume the ground-truth object location to be known, or yield inaccurate results when it is unavailable. In this paper, we address this problem by developing a method, LocPoseNet, able to robustly learn location prior for unseen objects. Our method builds upon a template matching strategy, where we propose to distribute the reference kernels and convolve them with a query to efficiently compute multi-scale correlations. We then introduce a novel translation estimator, which decouples scale-aware and scale-robust features to predict different object location parameters. Our method outperforms existing works by a large margin on LINEMOD and GenMOP. We further construct a challenging synthetic dataset, which allows us to highlight the better robustness of our method to various noise sources.",https://openreview.net/forum?id=hqgrS1SXMZ
Poster 6,,138,Range-Agnostic Multi-View Depth Estimation with Keyframe Selection,"Andrea Conti, Matteo Poggi, Valerio Cambareri, Stefano Mattoccia","Methods for 3D reconstruction from posed frames require prior knowledge about the scene metric range, usually to recover matching cues along the epipolar lines and narrow the search range. However, such prior might not be directly available or estimated inaccurately in real scenarios -- e.g., outdoor 3D reconstruction from video sequences -- therefore heavily hampering performance. In this paper, we focus on multi-view depth estimation without requiring prior knowledge about the metric range of the scene by proposing an efficient and purely 2D framework that reverses the depth estimation and matching steps order. Moreover, we demonstrate the capability of our framework to provide rich insights about the quality of the views used for prediction. We achieve state-of-the-art performance on Blended and TartanAir, two challenging benchmarks featuring posed video frames in various scenarios, and demonstrate generalization capabilities and stereo perception applicability on UnrealStereo4K. Finally, we show that our framework is accurate in controlled environments with fixed depth ranges, such as those featured in the DTU dataset.",https://openreview.net/forum?id=rVIwpCOXrU
Poster 6,,338,DAC: Detector-Agnostic Spatial Covariances for Deep Local Features,"Javier Tirado-Garín, Frederik Rahbæk Warburg, Javier Civera","Current deep visual local feature detectors do not model the spatial uncertainty of detected features, producing suboptimal results in downstream applications. In this work, we propose two post-hoc covariance estimates that can be plugged into any pretrained deep feature detector: a simple, isotropic covariance estimate that uses the predicted score at a given pixel location, and a full covariance estimate via the local structure tensor of the learned score maps. Both methods are easy to implement and can be applied to any deep feature detector. We show that these covariances are directly related to errors in feature matching, leading to improvements in downstream tasks, including solving the perspective-n-point problem and motion-only bundle adjustment.",https://openreview.net/forum?id=LVhQe3WTsZ
Poster 6,,191,OCBEV: Object-Centric BEV Transformer for Multi-View 3D Object Detection,"Zhangyang Qi, Jiaqi Wang, Xiaoyang Wu, Hengshuang Zhao","Multi-view 3D object detection is becoming popular in autonomous driving due to its high effectiveness and low cost. Most of the current state-of-the-art detectors follow the query-based bird's-eye-view (BEV) paradigm, which benefits from both BEV's strong perception power and end-to-end pipeline. Despite achieving substantial progress, existing works model objects via globally leveraging temporal and spatial information of BEV features, resulting in problems when handling the challenging complex and dynamic autonomous driving scenarios. In this paper, we proposed an Object-Centric query-BEV detector OCBEV, which can carve the temporal and spatial cues of moving targets more effectively. OCBEV comprises three designs: Object Aligned Temporal Fusion aligns the BEV feature based on ego-motion and estimated current locations of moving objects, leading to a precise instance-level feature fusion. Object Focused Multi-View Sampling samples more 3D features from an adaptive local height ranges of objects for each scene to enrich foreground information. Object Informed Query Enhancement replaces part of pre-defined decoder queries in common DETR-style decoders with positional features of objects on high-confidence locations, introducing more direct object positional priors. Extensive experimental evaluations are conducted on the challenging nuScenes dataset. Our approach achieves a state-of-the-art result, surpassing the traditional BEVFormer by 1.5 NDS points. Moreover, we have a faster convergence speed and only need half of the training iterations to get comparable performance, which further demonstrates its effectiveness.",https://openreview.net/forum?id=jGifzPNIjo
Poster 6,,291,Deep Event Visual Odometry,"Simon Klenk, Marvin Motzet, Lukas Koestler, Daniel Cremers","Event cameras offer the exciting possibility to track the camera's pose during high speed motion and in adverse light conditions. Despite this promise, existing event-based monocular visual odometry (VO) approaches demonstrate limited performance on recent benchmarks. To address this limitation, some methods resort to additional sensors such as IMUs, stereo event cameras, or frame-based cameras.Nonetheless this limits the application of event cameras in real-world devices and products since it increases cost and complicates system requirements. Moreover, relying on a frame-based camera makes the system still susceptible to motion blur and HDR. To remove the dependency on additional sensors and to push the limits of using only a single event camera, we present Deep Event VO (DEVO), the first monocular event-only system with strong performance across a large number of real-world benchmarks. DEVO sparsely tracks selected event patches over time. A key component of DEVO is a novel deep patch selection mechanism tailored to event data. We significantly increase state-of-the-art pose tracking accuracy on seven real-world benchmarks compared to event-only methods, and often surpass or are close to stereo or inertial methods.",https://openreview.net/forum?id=r07xjKaFAF
Poster 6,,18,PanoSSC: Exploring Monocular Panoptic 3D Scene  Reconstruction for Autonomous Driving,"Yining Shi, Jiusi Li, KUN JIANG, Ke Wang, Yunlong Wang, mengmeng yang, Diange Yang","Vision-centric occupancy networks, which represent the surrounding environment with uniform semantic voxels, have become a new trend for safe driving of camera-only autonomous driving perception systems, as they are able to detect obstacles regardless of their shape and occlusion. Modern occupancy networks mainly focus on reconstructing visible voxels from object surfaces with voxel-wise semantic prediction. Usually, they suffer from inconsistent predictions of one object and mixed predictions for adjacent objects. These confusions may harm the safety of downstream planning modules. To this end, we investigate panoptic segmentation on 3D voxel scenarios and propose an instance-aware occupancy network, PanopVoxel. We predict foreground objects and backgrounds separately and merge both in post-processing. For foreground instance grouping, we propose a novel 3D instance mask decoder that can efficiently extract individual objects. we unify geometric reconstruction, 3D semantic segmentation, and 3D instance segmentation into PanopVoxel framework and propose new metrics for evaluating panoptic voxels. Extensive experiments show that our method achieves competitive results on SemanticKITTI semantic scene completion benchmark.",https://openreview.net/forum?id=y2mMDXmWFC
Poster 6,,123,Addressing Low-Shot MVS by Detecting and Completing Planar Surfaces,"Rajbir Kataria, Zhizhong Li, Joseph DeGol, Derek Hoiem","Multiview stereo (MVS) systems typically require at least three views to reconstruct each scene point. This requirement increases the burden of image captures and leads to incomplete reconstructions. Our main idea to address this low-shot MVS problem is to detect planar surfaces in depth maps generated by any MVS system and complete these surfaces by reformulating the MVS depth prediction task to a simpler planar surface assignment problem. We use single and multi-view cues (when available) and employ the DeepLabv3 architecture to infer the extent of planar regions and accurately complete missing surfaces. We show that our approach reconstructs portions of surfaces viewed by only one image, yielding denser models than existing MVS systems.",https://openreview.net/forum?id=0UY9S0Khql
Poster 6,,58,YOLO-6D-Pose:Enhancing YOLO for Single-Stage Monocular Multi-Object 6D Pose Estimation,"Debapriya Maji, Soyeb N Nagori, Manu Mathew, Deepak Poddar","Directly regressing 6 degrees of freedom for all the objects from a single RGB image is not well explored. Even end-to-end pose estimation approaches for a single object are inferior compared to state-of-the-art methods in terms  of accuracy. Most 6D pose estimation frameworks are multi-stage relying on off-the-shelf deep networks for object and keypoint detection to establish correspondences between 3D object keypoints and 2D image locations. This is followed by applying a variant of a RANSAC-based Perspective-n-Point (PnP) followed by complex refinement operation. In this work, we propose a multi-object 6D pose  estimation framework by enhancing the popular YOLOX object detector. The network is end-to-end trainable and detects each object along with its pose from a single RGB image without any additional post-processing . We show that by properly parameterizing the 6D pose and carefully designing the loss function, we can achieve state-of-the- art accuracy without further refinement or any intermediate representations. YOLO-6D-pose achieves SOTA results on YCBV and LMO dataset, surpassing all existing monocular approaches. We systematically analyze various 6D augmentations to verify their correctness and propose a new translation augmentation for this task. The network doesn’t rely on any correspondences and is independent of the CAD model during inference. Our training code will be made publicly available.",https://openreview.net/forum?id=36lRaXHl3D
Poster 6,,330,CoARF: Controllable 3D Artistic Style Transfer for Radiance Fields,"Deheng Zhang, Clara Fernandez Labrador, Christopher Schroers","Creating artistic 3D scenes can be time-consuming and requires specialized knowledge. To address this, recent works such as ARF, use a radiance field-based approach with style constraints to generate 3D scenes that resemble a style image provided by the user. However, these methods lack fine-grained control over the resulting scenes. In this paper, we introduce Controllable Artistic Radiance Fields (CoARF), a novel algorithm for controllable 3D scene stylization. CoARF enables style transfer for specified objects, compositional 3D style transfer and semantic-aware style transfer. We achieve controllability using segmentation masks with different label-dependent loss functions. We also propose a semantic-aware nearest neighbor matching algorithm to improve the style transfer quality. Our extensive experiments demonstrate that CoARF provides user-specified controllability of style transfer and superior style transfer quality with more precise feature matching.",https://openreview.net/forum?id=g7bBX87MdL
Poster 6,,100,Joint Spatial-Temporal Calibration for Camera and Global Pose Sensor,"Junlin Song, Antoine Richard, Miguel Olivares-Mendez","In robotics, motion capture systems have been widely used to measure the accuracy of localization algorithms. Moreover, this infrastructure can also be used for other computer vision tasks, such as the evaluation of Visual (-Inertial) SLAM dynamic initialization, multi-object tracking, or automatic annotation. Yet, to work optimally, these functionalities require having accurate and reliable spatial-temporal calibration parameters between the camera and the global pose sensor. In this study, we provide two novel solutions to estimate these calibration parameters. Firstly, we design an offline target-based method with high accuracy and consistency. Spatial-temporal parameters, camera intrinsic, and trajectory are optimized simultaneously. Then, we propose an online target-less method, eliminating the need for a calibration target and enabling the estimation of time-varying spatial-temporal parameters. Additionally, we perform detailed observability analysis for the target-less method. Our theoretical findings regarding observability are validated by simulation experiments and provide explainable guidelines for calibration. Finally, the accuracy and consistency of two proposed methods are evaluated with hand-held real-world datasets where traditional hand-eye calibration method do not work.",https://openreview.net/forum?id=Pa792k1A7L
Poster 6,,223,Geometrically Consistent Partial Shape Matching,"Viktoria Ehm, Paul Roetzer, Marvin Eisenberger, Maolin Gao, Florian Bernard, Daniel Cremers","Finding correspondences between 3D shapes is a crucial problem in computer vision and graphics, which is for example relevant for tasks like shape interpolation, pose transfer, or texture transfer. An often neglected but essential property of matchings is geometric consistency, which means that neighboring triangles in one shape are consistently matched to neighboring triangles in the other shape. Moreover, while in practice one often has only access to partial observations of a 3D shape (e.g. due to occlusion, or scanning artifacts), there do not exist any methods that directly address geometrically consistent partial shape matching. In this work we fill this gap by proposing to integrate state-of-the-art deep shape features into a novel integer linear programming shape matching formulation. Our optimization yields a globally optimal solution on low resolution shapes, which we then refine using a coarse-to-fine scheme.We show that our method can find more reliable results on partial shapes in comparison to existing geometrically consistent algorithms (for which one first has to fill missing parts with a dummy geometry). Moreover, our matchings are substantially smoother than learning-based state-of-the-art shape matching methods.",https://openreview.net/forum?id=gNki68gZiO
Poster 6,,287,Occlusion Resilient 3D Human Pose Estimation,"SOUMAVA KUMAR ROY, Ilia Badanin, Sina Honari, Pascal Fua","Occlusions remain one of the key challenges in 3D body pose estimation from single-camera video sequences. Temporal consistency has been extensively used to mitigate their impact but the existing algorithms in the literature do not explicitly model them. Here, we apply this by representing the deforming body as a spatio-temporal graph. We then introduce a refinement network that performs graph convolutions over this graph to output 3D poses. To ensure robustness to occlusions, we train this network with a set of binary masks that we use to disable some of the edges as in drop-out techniques. In effect, we simulate the fact that some joints can be hidden for periods of time and train the network to be immune to that. We demonstrate the effectiveness of this approach compared to state-of-the-art techniques that infer poses from single-camera sequences.",https://openreview.net/forum?id=C46XnAjUvG
Poster 6,,66,RIVQ-VAE: Discrete Rotation-invariant 3D Representation Learning,"Mariem MEZGHANNI, Malika Boulkenafed, Maks Ovsjanikov","Building local surface representations has recently attracted significant attention in 3D vision, allowing to structure complex 3D shapes as sequences of simpler local geometries. Inspired by advances in 2D discrete representation learning, recent approaches have proposed to break up 3D shapes into regular grids, where each cell is associated with a discrete code sampled from a learnable codebook. Unfortunately, existing methods ignore the ambiguities inherent to 3D geometry, especially related to possible translation and rotation on local and global levels. As a result, such techniques require very large codebooks to capture all possible variability in both geometry and pose. In this work, we propose a novel local-based generative model that improves the generation quality by compactly embedding local geometries in a rotation- and translation-invariant manner. This strategy enables our codebook of discrete codes to express a larger range of local geometric forms by avoiding redundancies induced by changes in pose. Crucially, we demonstrate via a careful architecture design that our approach allows to recover meaningful shapes from local embeddings, by disentangling local pose estimation and geometry reconstruction, while ensuring global consistency. The conducted experiments show that our approach outperforms baseline methods by a large margin under similar settings.",https://openreview.net/forum?id=E4eKEG5nCv
